,Scope,Level,Level.1,Level.2,Level.3,Column Text,Unit,GHG,GHG Emission factor
1333,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,1350 - 1600 cc,km,N2O,0.007218926
1334,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,1600 -2000 cc,km,CO2e,0.299402754
1335,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,1600 -2000 cc,km,CO2,0.28629204
1336,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,1600 -2000 cc,km,CH4,0.003370626
1337,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,1600 -2000 cc,km,N2O,0.009740088
1338,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,2000 - 3000 cc,km,CO2e,0.316710765
1339,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,2000 - 3000 cc,km,CO2,0.30284214
1340,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,2000 - 3000 cc,km,CH4,0.003565477
1341,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,2000 - 3000 cc,km,N2O,0.010303148
1342,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,>3000 cc,km,CO2e,0.361659927
1343,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,>3000 cc,km,CO2,0.345822999
1344,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,>3000 cc,km,CH4,0.004071507
1345,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol,>3000 cc,km,N2O,0.011765421
1346,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,<1350 cc,km,CO2e,0.215498702
1347,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,<1350 cc,km,CO2,0.211840804
1348,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,<1350 cc,km,CH4,0.000283119
1349,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,<1350 cc,km,N2O,0.003374779
1350,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,1350 - 1600 cc,km,CO2e,0.207377373
1351,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,1350 - 1600 cc,km,CO2,0.203857327
1352,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,1350 - 1600 cc,km,CH4,0.000272449
1353,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,1350 - 1600 cc,km,N2O,0.003247596
1354,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,1600 -2000 cc,km,CO2e,0.276064671
1355,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,1600 -2000 cc,km,CO2,0.271378719
1356,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,1600 -2000 cc,km,CH4,0.00036269
1357,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,1600 -2000 cc,km,N2O,0.004323262
1358,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,2000 - 3000 cc,km,CO2e,0.296012246
1359,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,2000 - 3000 cc,km,CO2,0.290987703
1360,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,2000 - 3000 cc,km,CH4,0.000388897
1361,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,2000 - 3000 cc,km,N2O,0.004635647
1362,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,>3000 cc,km,CO2e,0.299737501
1363,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,>3000 cc,km,CO2,0.294649725
1364,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,>3000 cc,km,CH4,0.000393791
1365,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel ,>3000 cc,km,N2O,0.004693986
1366,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,<1350 cc,km,CO2e,0.163154854
1367,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,<1350 cc,km,CO2,0.156010375
1368,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,<1350 cc,km,CH4,0.00183677
1369,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,<1350 cc,km,N2O,0.005307709
1370,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,1350 - 1600 cc,km,CO2e,0.175187525
1371,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,1350 - 1600 cc,km,CO2,0.167516141
1372,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,1350 - 1600 cc,km,CH4,0.001972232
1373,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,1350 - 1600 cc,km,N2O,0.005699152
1374,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,1600 -2000 cc,km,CO2e,0.236370595
1375,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,1600 -2000 cc,km,CO2,0.226020031
1376,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,1600 -2000 cc,km,CH4,0.002661021
1377,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,1600 -2000 cc,km,N2O,0.007689543
1378,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,2000 - 3000 cc,km,CO2e,0.250034814
1379,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,2000 - 3000 cc,km,CO2,0.2390859
1380,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,2000 - 3000 cc,km,CH4,0.00281485
1381,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,2000 - 3000 cc,km,N2O,0.008134064
1382,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,>3000 cc,km,CO2e,0.285520995
1383,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,>3000 cc,km,CO2,0.273018157
1384,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,>3000 cc,km,CH4,0.003214348
1385,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Petrol hybrid,>3000 cc,km,N2O,0.009288491
1386,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,<1350 cc,km,CO2e,0.193179194
1387,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,<1350 cc,km,CO2,0.189900149
1388,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,<1350 cc,km,CH4,0.000253796
1389,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,<1350 cc,km,N2O,0.003025248
1390,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,1350 - 1600 cc,km,CO2e,0.185899002
1391,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,1350 - 1600 cc,km,CO2,0.182743533
1392,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,1350 - 1600 cc,km,CH4,0.000244231
1393,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,1350 - 1600 cc,km,N2O,0.002911238
1394,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,1600 -2000 cc,km,CO2e,0.247472258
1395,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,1600 -2000 cc,km,CO2,0.243271638
1396,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,1600 -2000 cc,km,CH4,0.000325125
1397,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,1600 -2000 cc,km,N2O,0.003875495
1398,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,2000 - 3000 cc,km,CO2e,0.265353835
1399,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,2000 - 3000 cc,km,CO2,0.260849691
1400,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,2000 - 3000 cc,km,CH4,0.000348618
1401,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,2000 - 3000 cc,km,N2O,0.004155526
1402,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,>3000 cc,km,CO2e,0.26869326
1403,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,>3000 cc,km,CO2,0.264132432
1404,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,>3000 cc,km,CH4,0.000353005
1405,3,Freight Transport,Light commercial vehicles,Pre 2010 Fleet,Diesel hybrid ,>3000 cc,km,N2O,0.004207823
1406,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,<1350 cc,km,CO2e,0.194853056
1407,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,<1350 cc,km,CO2,0.186320526
1408,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,<1350 cc,km,CH4,0.002193623
1409,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,<1350 cc,km,N2O,0.006338906
1410,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,1350 - 1600 cc,km,CO2e,0.209223468
1411,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,1350 - 1600 cc,km,CO2,0.200061665
1412,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,1350 - 1600 cc,km,CH4,0.002355403
1413,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,1350 - 1600 cc,km,N2O,0.0068064
1414,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,1600 -2000 cc,km,CO2e,0.282293364
1415,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,1600 -2000 cc,km,CO2,0.269931863
1416,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,1600 -2000 cc,km,CH4,0.003178012
1417,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,1600 -2000 cc,km,N2O,0.00918349
1418,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,2000 - 3000 cc,km,CO2e,0.298612308
1419,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,2000 - 3000 cc,km,CO2,0.285536207
1420,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,2000 - 3000 cc,km,CH4,0.003361727
1421,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,2000 - 3000 cc,km,N2O,0.009714374
1422,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,>3000 cc,km,CO2e,0.340992847
1423,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,>3000 cc,km,CO2,0.326060921
1424,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,>3000 cc,km,CH4,0.00383884
1425,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol,>3000 cc,km,N2O,0.011093086
1426,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,<1350 cc,km,CO2e,0.198567815
1427,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,<1350 cc,km,CO2,0.195197303
1428,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,<1350 cc,km,CH4,0.000260875
1429,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,<1350 cc,km,N2O,0.003109636
1430,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,1350 - 1600 cc,km,CO2e,0.191084547
1431,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,1350 - 1600 cc,km,CO2,0.187841057
1432,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,1350 - 1600 cc,km,CH4,0.000251044
1433,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,1350 - 1600 cc,km,N2O,0.002992445
1434,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,1600 -2000 cc,km,CO2e,0.254375353
1435,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,1600 -2000 cc,km,CO2,0.250057558
1436,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,1600 -2000 cc,km,CH4,0.000334195
1437,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,1600 -2000 cc,km,N2O,0.0039836
1438,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,2000 - 3000 cc,km,CO2e,0.272755726
1439,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,2000 - 3000 cc,km,CO2,0.268125941
1440,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,2000 - 3000 cc,km,CH4,0.000358342
1441,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,2000 - 3000 cc,km,N2O,0.004271442
1442,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,>3000 cc,km,CO2e,0.276188302
1443,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,>3000 cc,km,CO2,0.271500252
1444,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,>3000 cc,km,CH4,0.000362852
1445,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel ,>3000 cc,km,N2O,0.004325198
1446,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,<1350 cc,km,CO2e,0.15373011
1447,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,<1350 cc,km,CO2,0.146998337
1448,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,<1350 cc,km,CH4,0.001730668
1449,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,<1350 cc,km,N2O,0.005001106
1450,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,1350 - 1600 cc,km,CO2e,0.165067706
1451,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,1350 - 1600 cc,km,CO2,0.157839464
1452,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,1350 - 1600 cc,km,CH4,0.001858305
1453,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,1350 - 1600 cc,km,N2O,0.005369937
1454,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,1600 -2000 cc,km,CO2e,0.222716497
1455,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,1600 -2000 cc,km,CO2,0.21296384
1456,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,1600 -2000 cc,km,CH4,0.002507305
1457,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,1600 -2000 cc,km,N2O,0.007245352
1458,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,2000 - 3000 cc,km,CO2e,0.235591394
1459,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,2000 - 3000 cc,km,CO2,0.225274951
1460,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,2000 - 3000 cc,km,CH4,0.002652249
1461,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,2000 - 3000 cc,km,N2O,0.007664195
1462,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,>3000 cc,km,CO2e,0.269027693
1463,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,>3000 cc,km,CO2,0.257247089
1464,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,>3000 cc,km,CH4,0.003028669
1465,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol hybrid,>3000 cc,km,N2O,0.008751935
1466,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,<1350 cc,km,CO2e,0.178071095
1467,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,<1350 cc,km,CO2,0.175048498
1468,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,<1350 cc,km,CH4,0.000233947
1469,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,<1350 cc,km,N2O,0.002788651
1470,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,1350 - 1600 cc,km,CO2e,0.171360271
1471,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,1350 - 1600 cc,km,CO2,0.168451583
1472,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,1350 - 1600 cc,km,CH4,0.000225131
1473,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,1350 - 1600 cc,km,N2O,0.002683557
1474,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,1600 -2000 cc,km,CO2e,0.228118025
1475,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,1600 -2000 cc,km,CO2,0.224245925
1476,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,1600 -2000 cc,km,CH4,0.000299698
1477,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,1600 -2000 cc,km,N2O,0.003572402
1478,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,2000 - 3000 cc,km,CO2e,0.244601125
1479,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,2000 - 3000 cc,km,CO2,0.240449239
1480,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,2000 - 3000 cc,km,CH4,0.000321353
1481,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,2000 - 3000 cc,km,N2O,0.003830532
1482,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,>3000 cc,km,CO2e,0.247679381
1483,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,>3000 cc,km,CO2,0.243475245
1484,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,>3000 cc,km,CH4,0.000325398
1485,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel hybrid ,>3000 cc,km,N2O,0.003878739
1486,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,<1350 cc,km,CO2e,0.080452091
1487,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,<1350 cc,km,CO2,0.076929129
1488,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,<1350 cc,km,CH4,0.000905716
1489,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,<1350 cc,km,N2O,0.002617245
1490,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,1350 - 1600 cc,km,CO2e,0.086385433
1491,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,1350 - 1600 cc,km,CO2,0.082602653
1492,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,1350 - 1600 cc,km,CH4,0.000972513
1493,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,1350 - 1600 cc,km,N2O,0.002810267
1494,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,1600 -2000 cc,km,CO2e,0.116554967
1495,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,1600 -2000 cc,km,CO2,0.111451076
1496,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,1600 -2000 cc,km,CH4,0.001312156
1497,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,1600 -2000 cc,km,N2O,0.003791734
1498,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,2000 - 3000 cc,km,CO2e,0.123292829
1499,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,2000 - 3000 cc,km,CO2,0.117893891
1500,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,2000 - 3000 cc,km,CH4,0.00138801
1501,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,2000 - 3000 cc,km,N2O,0.004010928
1502,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,>3000 cc,km,CO2e,0.140791159
1503,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,>3000 cc,km,CO2,0.134625977
1504,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,>3000 cc,km,CH4,0.001585003
1505,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Petrol PHEV,>3000 cc,km,N2O,0.004580179
1506,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,<1350 cc,km,CO2e,0.010229673
1507,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,<1350 cc,km,CO2,0.009824574
1508,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,<1350 cc,km,CH4,0.000391063
1509,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,<1350 cc,km,N2O,1.4e-05
1510,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,1350 - 1600 cc,km,CO2e,0.010984112
1511,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,1350 - 1600 cc,km,CO2,0.010549136
1512,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,1350 - 1600 cc,km,CH4,0.000419903
1513,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,1350 - 1600 cc,km,N2O,1.51e-05
1514,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,1600 -2000 cc,km,CO2e,0.01242723
1515,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,1600 -2000 cc,km,CO2,0.011935106
1516,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,1600 -2000 cc,km,CH4,0.000475071
1517,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,1600 -2000 cc,km,N2O,1.71e-05
1518,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,2000 - 3000 cc,km,CO2e,0.015305749
1519,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,2000 - 3000 cc,km,CO2,0.014699634
1520,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,2000 - 3000 cc,km,CH4,0.000585112
1521,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,2000 - 3000 cc,km,N2O,2.1e-05
1522,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,>3000 cc,km,CO2e,0.017891478
1523,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,>3000 cc,km,CO2,0.017182967
1524,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,>3000 cc,km,CH4,0.00068396
1525,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : petrol PHEV,>3000 cc,km,N2O,2.46e-05
1526,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,<1350 cc,km,CO2e,0.09319054
1527,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,<1350 cc,km,CO2,0.091608714
1528,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,<1350 cc,km,CH4,0.000122432
1529,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,<1350 cc,km,N2O,0.001459394
1530,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,1350 - 1600 cc,km,CO2e,0.089678542
1531,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,1350 - 1600 cc,km,CO2,0.088156329
1532,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,1350 - 1600 cc,km,CH4,0.000117818
1533,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,1350 - 1600 cc,km,N2O,0.001404395
1534,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,1600 -2000 cc,km,CO2e,0.119381766
1535,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,1600 -2000 cc,km,CO2,0.117355367
1536,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,1600 -2000 cc,km,CH4,0.000156842
1537,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,1600 -2000 cc,km,N2O,0.001869557
1538,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,2000 - 3000 cc,km,CO2e,0.128007922
1539,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,2000 - 3000 cc,km,CO2,0.125835102
1540,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,2000 - 3000 cc,km,CH4,0.000168175
1541,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,2000 - 3000 cc,km,N2O,0.002004645
1542,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,>3000 cc,km,CO2e,0.129618876
1543,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,>3000 cc,km,CO2,0.127418711
1544,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,>3000 cc,km,CH4,0.000170291
1545,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Diesel PHEV,>3000 cc,km,N2O,0.002029873
1546,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : diesel PHEV,<1350 cc,km,CO2e,0.010383774
1547,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : diesel PHEV,<1350 cc,km,CO2,0.009972572
1548,3,Freight Transport,Light commercial vehicles,2010 - 2015 Fleet,Electricity : diesel PHEV,<1350 cc,km,CH4,0.000396954
