,Scope,Level,Level.1,Level.2,Level.3,Column Text,Unit,GHG,GHG Emission factor
577,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,1350–1600 cc,km,CO2,0.182743533
578,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,1350–1600 cc,km,CH4,0.000244231
579,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,1350–1600 cc,km,N2O,0.002911238
580,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,1600–2000 cc,km,CO2e,0.197031288
581,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,1600–2000 cc,km,CO2,0.193686858
582,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,1600–2000 cc,km,CH4,0.000258857
583,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,1600–2000 cc,km,N2O,0.003085573
584,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,2000–3000 cc,km,CO2e,0.242225709
585,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,2000–3000 cc,km,CO2,0.238114144
586,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,2000–3000 cc,km,CH4,0.000318233
587,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,2000–3000 cc,km,N2O,0.003793333
588,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,>3000 cc,km,CO2e,0.26869326
589,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,>3000 cc,km,CO2,0.264132432
590,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,>3000 cc,km,CH4,0.000353005
591,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Diesel Hybrid,>3000 cc,km,N2O,0.004207823
592,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Motorcycle,"<60cc, petrol",km,CO2e,0.065712566
593,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Motorcycle,"<60cc, petrol",km,CO2,0.062835042
594,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Motorcycle,"<60cc, petrol",km,CH4,0.000739781
595,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Motorcycle,"<60cc, petrol",km,N2O,0.002137743
596,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Motorcycle,">60cc, petrol",km,CO2e,0.131425132
597,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Motorcycle,">60cc, petrol",km,CO2,0.125670084
598,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Motorcycle,">60cc, petrol",km,CH4,0.001479562
599,3,Travel,Light Passenger Vehicle,Pre 2010 Fleet,Motorcycle,">60cc, petrol",km,N2O,0.004275486
600,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol, <1350 cc,km,CO2e,0.180815806
601,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol, <1350 cc,km,CO2,0.172897961
602,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol, <1350 cc,km,CH4,0.002035594
603,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol, <1350 cc,km,N2O,0.00588225
604,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,1350–1600 cc,km,CO2e,0.187134637
605,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,1350–1600 cc,km,CO2,0.178940094
606,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,1350–1600 cc,km,CH4,0.00210673
607,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,1350–1600 cc,km,N2O,0.006087813
608,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,1600–2000 cc,km,CO2e,0.210708741
609,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,1600–2000 cc,km,CO2,0.201481898
610,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,1600–2000 cc,km,CH4,0.002372124
611,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,1600–2000 cc,km,N2O,0.006854719
612,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,2000–3000 cc,km,CO2e,0.234039813
613,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,2000–3000 cc,km,CO2,0.223791313
614,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,2000–3000 cc,km,CH4,0.002634781
615,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,2000–3000 cc,km,N2O,0.007613719
616,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,>3000 cc,km,CO2e,0.27997286
617,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,>3000 cc,km,CO2,0.267712972
618,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,>3000 cc,km,CH4,0.003151888
619,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol,>3000 cc,km,N2O,0.009108
620,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel, <1350 cc,km,CO2e,0.197647947
621,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel, <1350 cc,km,CO2,0.19429305
622,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel, <1350 cc,km,CH4,0.000259667
623,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel, <1350 cc,km,N2O,0.00309523
624,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,1350–1600 cc,km,CO2e,0.190199345
625,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,1350–1600 cc,km,CO2,0.186970881
626,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,1350–1600 cc,km,CH4,0.000249881
627,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,1350–1600 cc,km,N2O,0.002978583
628,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,1600–2000 cc,km,CO2e,0.201589151
629,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,1600–2000 cc,km,CO2,0.198167355
630,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,1600–2000 cc,km,CH4,0.000264845
631,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,1600–2000 cc,km,N2O,0.003156951
632,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,2000–3000 cc,km,CO2e,0.247804395
633,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,2000–3000 cc,km,CO2,0.243598137
634,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,2000–3000 cc,km,CH4,0.000325562
635,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,2000–3000 cc,km,N2O,0.003880697
636,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,>3000 cc,km,CO2e,0.274881519
637,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,>3000 cc,km,CO2,0.270215651
638,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,>3000 cc,km,CH4,0.000361135
639,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel,>3000 cc,km,N2O,0.004304733
640,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid, <1350 cc,km,CO2e,0.141293628
641,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid, <1350 cc,km,CO2,0.135106442
642,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid, <1350 cc,km,CH4,0.00159066
643,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid, <1350 cc,km,N2O,0.004596526
644,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,1350–1600 cc,km,CO2e,0.146231309
645,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,1350–1600 cc,km,CO2,0.139827904
646,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,1350–1600 cc,km,CH4,0.001646248
647,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,1350–1600 cc,km,N2O,0.004757157
648,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,1600–2000 cc,km,CO2e,0.164652655
649,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,1600–2000 cc,km,CO2,0.157442588
650,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,1600–2000 cc,km,CH4,0.001853632
651,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,1600–2000 cc,km,N2O,0.005356435
652,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,2000–3000 cc,km,CO2e,0.182884091
653,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,2000–3000 cc,km,CO2,0.174875677
654,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,2000–3000 cc,km,CH4,0.002058879
655,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,2000–3000 cc,km,N2O,0.005949535
656,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,>3000 cc,km,CO2e,0.21877723
657,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,>3000 cc,km,CO2,0.209197072
658,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,>3000 cc,km,CH4,0.002462957
659,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol hybrid,>3000 cc,km,N2O,0.007117201
660,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid, <1350 cc,km,CO2e,0.176351741
661,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid, <1350 cc,km,CO2,0.173358328
662,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid, <1350 cc,km,CH4,0.000231688
663,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid, <1350 cc,km,N2O,0.002761725
664,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,1350–1600 cc,km,CO2e,0.169705713
665,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,1350–1600 cc,km,CO2,0.16682511
666,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,1350–1600 cc,km,CH4,0.000222957
667,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,1350–1600 cc,km,N2O,0.002657646
668,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,1600–2000 cc,km,CO2e,0.179868287
669,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,1600–2000 cc,km,CO2,0.176815184
670,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,1600–2000 cc,km,CH4,0.000236308
671,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,1600–2000 cc,km,N2O,0.002816795
672,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,2000–3000 cc,km,CO2e,0.221125912
673,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,2000–3000 cc,km,CO2,0.217372497
674,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,2000–3000 cc,km,CH4,0.000290512
675,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,2000–3000 cc,km,N2O,0.003462903
676,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,>3000 cc,km,CO2e,0.245287928
677,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,>3000 cc,km,CO2,0.241124385
678,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,>3000 cc,km,CH4,0.000322256
679,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel Hybrid,>3000 cc,km,N2O,0.003841288
680,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption, <1350 cc,km,CO2e,0.073943665
681,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption, <1350 cc,km,CO2,0.070705705
682,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption, <1350 cc,km,CH4,0.000832445
683,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption, <1350 cc,km,N2O,0.002405515
684,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,1350–1600 cc,km,CO2e,0.076527718
685,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,1350–1600 cc,km,CO2,0.073176603
686,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,1350–1600 cc,km,CH4,0.000861536
687,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,1350–1600 cc,km,N2O,0.002489579
688,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,1600–2000 cc,km,CO2e,0.086168223
689,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,1600–2000 cc,km,CO2,0.082394954
690,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,1600–2000 cc,km,CH4,0.000970067
691,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,1600–2000 cc,km,N2O,0.002803201
692,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,2000–3000 cc,km,CO2e,0.095709341
693,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,2000–3000 cc,km,CO2,0.091518271
694,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,2000–3000 cc,km,CH4,0.00107748
695,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,2000–3000 cc,km,N2O,0.00311359
696,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,>3000 cc,km,CO2e,0.114493417
697,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,>3000 cc,km,CO2,0.109479801
698,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,>3000 cc,km,CH4,0.001288948
699,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Petrol Plug-in hybrid electric vehicle (PHEV) - Petrol consumption,>3000 cc,km,N2O,0.003724668
700,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,CO2e,0.009473142
701,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,CO2,0.009098001
702,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,CH4,0.000362142
703,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,N2O,1.3e-05
704,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,CO2e,0.009804193
705,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,CO2,0.009415942
706,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,CH4,0.000374797
707,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,N2O,1.35e-05
708,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,CO2e,0.011039266
709,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,CO2,0.010602106
710,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,CH4,0.000422012
711,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,N2O,1.51e-05
712,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,CO2e,0.012261607
713,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,CO2,0.011776042
714,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,CH4,0.00046874
715,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,N2O,1.68e-05
716,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,CO2e,0.014668091
717,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,CO2,0.014087228
718,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,CH4,0.000560736
719,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: petrol - Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,N2O,2.01e-05
720,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,CO2e,0.092290744
721,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,CO2,0.090724192
722,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,CH4,0.00012125
723,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,N2O,0.001445303
724,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,CO2e,0.088812656
725,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,CO2,0.087305141
726,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,CH4,0.000116681
727,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,N2O,0.001390835
728,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,CO2e,0.09413107
729,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,CO2,0.09253328
730,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,CH4,0.000123668
731,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,N2O,0.001474123
732,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,CO2e,0.115722561
733,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,CO2,0.113758274
734,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,CH4,0.000152035
735,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,N2O,0.001812253
736,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,CO2e,0.128367349
737,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,CO2,0.126188428
738,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,CH4,0.000168647
739,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Diesel- Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,N2O,0.002010274
740,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,CO2e,0.010332218
741,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,CO2,0.009923058
742,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,CH4,0.000394983
743,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV), <1350 cc,km,N2O,1.42e-05
744,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,CO2e,0.009923753
745,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,CO2,0.009530768
746,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,CH4,0.000379368
747,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),1350–1600 cc,km,N2O,1.36e-05
748,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,CO2e,0.010873359
749,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,CO2,0.010442769
750,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,CH4,0.00041567
751,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),1600–2000 cc,km,N2O,1.49e-05
752,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,CO2e,0.012307063
753,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,CO2,0.011819698
754,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,CH4,0.000470478
755,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),2000–3000 cc,km,N2O,1.69e-05
756,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,CO2e,0.014556043
757,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,CO2,0.013979617
758,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,CH4,0.000556452
759,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electricity: diesel - Plug-in hybrid electric vehicle (PHEV),>3000 cc,km,N2O,2e-05
760,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle, <1350 cc,km,CO2e,0.019873724
761,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle, <1350 cc,km,CO2,0.019086716
762,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle, <1350 cc,km,CH4,0.000759738
763,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle, <1350 cc,km,N2O,2.73e-05
764,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,1350–1600 cc,km,CO2e,0.020568236
765,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,1350–1600 cc,km,CO2,0.019753725
766,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,1350–1600 cc,km,CH4,0.000786288
767,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,1350–1600 cc,km,N2O,2.82e-05
768,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,1600–2000 cc,km,CO2e,0.0231593
769,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,1600–2000 cc,km,CO2,0.022242181
770,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,1600–2000 cc,km,CH4,0.00088534
771,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,1600–2000 cc,km,N2O,3.18e-05
772,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,2000–3000 cc,km,CO2e,0.025723651
773,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,2000–3000 cc,km,CO2,0.024704983
774,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,2000–3000 cc,km,CH4,0.00098337
775,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,2000–3000 cc,km,N2O,3.53e-05
776,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,>3000 cc,km,CO2e,0.030772218
777,3,Travel,Light Passenger Vehicle,2010- 2015 Fleet,Electric vehicle,>3000 cc,km,CO2,0.029553625
